,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,prediction,cagr
1125034,1000.0,0,15.99,35.16,1,10,0,81000.0,9,6,21.69,1.0,664.0,1.0,7.0,0.0,10928.0,88.1,31.0,0.0,0.0,0.0,0,17.9,0.02828744,0.07966503889818166
1844668,10000.0,0,19.05,366.82,3,4,0,116000.0,2,33,5.32,1.0,674.0,0.0,11.0,0.0,12928.0,80.8,19.0,0.0,0.0,0.0,0,23.2,0.025910199,0.06979208118320268
1754787,4000.0,0,18.25,145.12,2,10,3,100000.0,11,45,12.3,0.0,694.0,0.0,5.0,0.0,7134.0,95.1,18.0,0.0,0.0,0.0,0,19.3,0.02928856,0.09105416631225284
1326337,6000.0,0,20.49,224.49,6,10,3,85000.0,2,41,10.36,0.0,674.0,0.0,7.0,0.0,19481.0,78.2,12.0,0.0,0.0,0.0,0,16.4,0.026506542999999997,0.03602725510845306
1297962,3125.0,0,19.47,115.3,4,6,3,90000.0,4,45,13.09,2.0,664.0,0.0,17.0,0.0,5705.0,32.4,25.0,0.0,0.0,1.0,0,17.4,0.027800857999999998,0.08311946757875477
1220551,5725.0,0,15.61,200.18,0,10,0,65000.0,4,9,14.79,2.0,664.0,0.0,8.0,0.0,3813.0,70.1,25.0,0.0,0.0,0.0,0,14.6,0.025092125,0.024579265118953808
1251277,6000.0,0,18.99,219.91,5,10,0,164000.0,4,26,4.61,0.0,669.0,1.0,16.0,0.0,14322.0,87.9,44.0,0.0,0.0,0.0,0,23.1,0.027729005,0.05913223549255631
1644011,5000.0,0,14.96,173.24,1,10,0,103000.0,9,4,12.35,0.0,694.0,0.0,8.0,0.0,8403.0,98.9,20.0,0.0,0.0,0.0,0,12.8,0.026989102,0.07644710852355141
1808848,2000.0,0,18.25,72.56,1,10,0,75000.0,2,18,23.58,1.0,669.0,0.0,17.0,0.0,39552.0,87.7,27.0,0.0,0.0,0.0,0,34.5,0.028205842000000002,0.09083290713773318
1338625,5400.0,0,19.22,198.55,3,10,0,42000.0,2,46,11.63,0.0,689.0,1.0,5.0,0.0,10055.0,69.3,17.0,0.0,0.0,0.0,0,19.0,0.025399715,0.09796046100702573
1185659,4350.0,0,15.61,152.1,0,10,0,52000.0,2,29,25.66,0.0,664.0,0.0,9.0,0.0,7554.0,89.9,34.0,0.0,0.0,0.0,0,31.0,0.025182515,0.07971804061305088
1790646,30000.0,0,18.55,1092.87,1,1,0,283514.0,2,45,14.99,0.0,664.0,0.0,10.0,0.0,107628.0,98.7,26.0,0.0,0.0,0.0,0,18.3,0.025317192000000002,0.09530495597205137
1232911,1600.0,0,17.57,57.5,3,10,3,73000.0,2,32,20.38,0.0,679.0,0.0,13.0,0.0,9690.0,77.5,29.0,0.0,0.0,0.0,0,10.1,0.026562363,0.0896351448759809
1127895,1800.0,0,15.59,62.92,0,10,0,98000.0,9,25,15.04,0.0,684.0,1.0,9.0,0.0,11957.0,79.2,28.0,0.0,0.0,0.0,0,17.0,0.028920293,0.04463204802010945
1316615,2500.0,0,22.45,96.06,9,10,0,104000.0,11,8,29.89,0.0,679.0,0.0,26.0,0.0,24067.0,83.3,56.0,0.0,0.0,0.0,0,18.3,0.027779967000000003,0.11079601759202062
1292989,3600.0,0,23.43,140.17,10,2,0,115000.0,4,43,8.82,0.0,724.0,0.0,9.0,0.0,34291.0,91.7,21.0,0.0,0.0,0.0,0,19.8,0.029331326,0.11738915583641595
1167391,3175.0,0,16.99,113.19,2,0,0,72000.0,2,29,34.65,0.0,719.0,1.0,13.0,0.0,30462.0,79.0,18.0,0.0,0.0,0.0,0,16.4,0.026354372999999997,-0.17158395421440156
1328045,3700.0,0,19.47,136.51,4,2,4,90000.0,5,6,21.55,1.0,669.0,0.0,6.0,0.0,3863.0,92.0,26.0,0.0,0.0,0.0,0,20.6,0.027207375,0.09923904166111576
1342858,1000.0,0,19.97,37.15,4,10,3,32000.0,7,41,23.37,0.0,704.0,0.0,8.0,0.0,5064.0,65.8,12.0,0.0,0.0,0.0,0,19.7,0.025398582000000003,0.10173749293907997
1338207,2800.0,0,22.4,107.52,7,4,0,52000.0,7,16,11.79,0.0,669.0,1.0,12.0,0.0,10447.0,93.3,13.0,0.0,0.0,0.0,0,6.3,0.02592218,0.01797151831437671
1898498,1400.0,0,17.77,50.46,0,10,0,90000.0,2,4,0.33,3.0,679.0,0.0,3.0,0.0,443.0,0.0,12.0,0.0,0.0,0.0,0,9.7,0.025084764,0.06164594737596496
1236668,4000.0,0,16.29,141.21,1,6,0,98500.0,2,20,12.26,0.0,679.0,1.0,10.0,1.0,11072.0,73.8,29.0,0.0,0.0,0.0,0,21.7,0.02876255,0.047889183502354486
1890867,4800.0,0,18.75,175.35,2,10,0,70000.0,9,30,10.89,0.0,674.0,0.0,8.0,0.0,17943.0,63.6,30.0,0.0,0.0,0.0,0,19.6,0.026945591,0.09558921207440928
1320016,2000.0,0,19.47,73.79,4,10,0,42500.0,2,26,24.26,0.0,664.0,0.0,16.0,0.0,10189.0,69.3,28.0,0.0,0.0,0.0,0,15.1,0.025094747999999997,0.054125867873394684
1798998,5000.0,0,19.52,184.6,3,10,0,200000.0,9,9,14.52,2.0,694.0,0.0,11.0,0.0,26366.0,61.6,52.0,0.0,0.0,0.0,0,33.7,0.028136223999999998,0.09835843299568103
1198164,1600.0,0,22.15,61.23,9,10,0,80000.0,9,6,22.04,4.0,684.0,0.0,2.0,0.0,1139.0,94.9,14.0,0.0,0.0,0.0,0,24.5,0.02820772,0.11212668801282932
1821129,3000.0,0,19.52,110.76,3,10,0,55000.0,9,9,10.32,0.0,699.0,1.0,10.0,0.0,19497.0,78.6,22.0,0.0,0.0,0.0,0,13.3,0.026945233,0.050574641362636896
1644381,2875.0,0,14.59,99.09,0,10,0,79000.0,1,6,11.92,2.0,664.0,0.0,9.0,1.0,7775.0,73.3,18.0,0.0,0.0,0.0,0,9.3,0.026678711,0.07456575448744429
1915336,3800.0,0,19.05,139.39,3,1,0,62000.0,1,6,18.19,0.0,664.0,0.0,9.0,0.0,3614.0,95.1,20.0,0.0,0.0,0.0,0,9.6,0.026918352000000003,0.09822137623790583
1157771,1200.0,0,15.61,41.96,0,10,0,80000.0,6,45,31.64,0.0,674.0,0.0,24.0,0.0,33744.0,81.3,30.0,0.0,0.0,0.0,0,30.8,0.026837826000000002,0.07654076289192903
1334793,1575.0,0,18.25,57.14,2,0,0,36908.0,2,29,8.39,0.0,709.0,0.0,7.0,0.0,9131.0,63.4,14.0,0.0,0.0,0.0,0,23.9,0.026308686,-0.056946416664677264
1249970,2000.0,0,18.99,73.31,5,10,3,58400.0,9,14,8.82,1.0,674.0,1.0,16.0,0.0,15126.0,95.1,32.0,0.0,0.0,0.0,0,22.0,0.02668345,0.09679125942564792
1789351,2700.0,0,19.52,99.69,3,10,0,65000.0,9,41,26.1,0.0,664.0,0.0,7.0,0.0,5582.0,93.0,17.0,0.0,0.0,0.0,0,12.0,0.026232004,0.09946706327939923
1799843,6000.0,0,19.52,221.52,3,10,3,133889.0,12,20,18.33,0.0,669.0,1.0,13.0,0.0,31041.0,83.0,31.0,0.0,0.0,0.0,0,23.0,0.027917206,0.08474251855601977
1922963,6000.0,0,18.25,217.67,2,5,0,112000.0,4,9,20.0,0.0,664.0,0.0,22.0,0.0,28720.0,89.0,34.0,0.0,0.0,0.0,0,17.3,0.027945667999999996,0.0930698375398924
1226962,2000.0,0,22.15,76.54,9,1,0,93500.0,9,43,15.61,0.0,709.0,1.0,9.0,0.0,32480.0,86.4,16.0,0.0,0.0,0.0,0,14.7,0.028608412000000003,0.11269693096910195
1265246,5000.0,0,16.29,176.51,1,8,0,93000.0,9,9,7.33,0.0,699.0,0.0,11.0,0.0,1411.0,12.3,26.0,0.0,0.0,0.0,0,31.5,0.025482714,-0.35008758576591525
1799334,12300.0,0,21.7,467.84,6,10,0,116000.0,2,41,8.84,4.0,674.0,1.0,9.0,0.0,8640.0,83.1,27.0,0.0,0.0,0.0,0,19.5,0.025169581,0.03811974855436984
1256185,1325.0,0,16.29,46.78,1,8,0,67356.0,7,4,12.61,1.0,669.0,0.0,12.0,2.0,1467.0,16.1,32.0,0.0,0.0,0.0,0,16.6,0.025873392999999998,0.03254682219250382
1751387,2500.0,0,23.7,97.69,10,10,0,37500.0,9,32,13.12,0.0,699.0,1.0,6.0,0.0,12681.0,88.7,36.0,0.0,0.0,0.0,0,13.1,0.025222808,0.06101644355292968
1265055,3000.0,0,20.2,111.8,7,3,4,70000.0,9,28,14.88,3.0,679.0,1.0,11.0,0.0,7788.0,59.0,19.0,0.0,0.0,0.0,0,15.8,0.025090933,0.10289764524988464
1845521,2000.0,0,18.49,72.8,1,1,3,30000.0,9,5,9.56,0.0,669.0,0.0,6.0,1.0,6436.0,82.9,11.0,0.0,0.0,0.0,0,19.5,0.026652752999999998,0.0747498967476663
1781661,4800.0,0,18.55,174.86,1,10,3,200000.0,6,30,7.48,1.0,719.0,1.0,14.0,0.0,14957.0,35.3,25.0,0.0,0.0,0.0,0,28.1,0.026847571,0.03266240181650204
1834671,10800.0,0,18.49,393.11,1,3,0,101000.0,13,26,20.17,0.0,674.0,1.0,10.0,0.0,7882.0,65.1,36.0,0.0,0.0,0.0,0,31.4,0.025010556,0.09428100919571314
1905786,3900.0,0,18.49,141.96,1,4,4,96000.0,2,20,15.45,0.0,664.0,1.0,12.0,0.0,11180.0,63.5,17.0,0.0,0.0,0.0,0,4.1,0.025703251,0.09427814306729963
1859892,3250.0,0,20.49,121.6,5,10,0,45000.0,7,3,12.69,0.0,709.0,1.0,9.0,0.0,7231.0,93.9,9.0,0.0,0.0,0.0,0,22.8,0.026584715,0.10435521003325963
1288383,4000.0,0,18.92,146.47,3,5,0,65000.0,4,37,10.16,0.0,679.0,1.0,8.0,0.0,22262.0,70.9,19.0,0.0,0.0,0.0,0,12.5,0.02770403,-0.05082435315991918
1762378,3000.0,0,21.0,113.03,5,3,4,65000.0,2,9,15.18,0.0,669.0,1.0,7.0,0.0,5035.0,96.8,12.0,0.0,0.0,0.0,0,20.4,0.025992482999999997,0.050218001684583465
1322799,3000.0,0,16.59,106.35,0,10,0,96000.0,2,42,14.36,2.0,694.0,0.0,7.0,0.0,6413.0,80.2,23.0,0.0,0.0,0.0,0,26.8,0.028894454,0.06972732060185582
1774470,3000.0,0,17.76,108.1,0,10,0,70000.0,2,36,19.77,0.0,679.0,0.0,12.0,0.0,16867.0,87.8,28.0,0.0,0.0,0.0,0,17.3,0.028037965,0.09102709722327428
1897463,1400.0,0,19.05,51.36,3,8,0,81000.0,2,9,9.51,1.0,664.0,0.0,6.0,0.0,5153.0,95.4,23.0,0.0,0.0,0.0,0,19.8,0.02933067,0.09709253780286596
1925695,9600.0,0,19.99,356.73,5,9,0,100320.0,2,9,5.1,1.0,669.0,1.0,5.0,0.0,8189.0,96.3,31.0,0.0,0.0,0.0,0,19.2,0.025160462,0.047865545616126326
1197579,6000.0,0,15.61,209.79,0,10,0,120000.0,2,43,20.04,0.0,689.0,0.0,13.0,0.0,48256.0,99.1,23.0,0.0,0.0,0.0,0,24.9,0.02747351,0.06804974678909681
1783052,12000.0,0,18.55,437.15,1,5,0,106000.0,2,41,14.42,1.0,684.0,1.0,16.0,0.0,6511.0,69.3,49.0,1.0,656.0,0.0,0,14.3,0.025103717999999997,0.08719400971159152
1807006,1500.0,0,24.08,58.92,11,5,0,63000.0,9,4,18.11,3.0,669.0,1.0,9.0,0.0,14229.0,66.7,15.0,0.0,0.0,0.0,0,8.2,0.026236147,0.12235603429726273
1799280,2400.0,0,20.2,89.44,4,10,0,86500.0,9,36,15.98,0.0,709.0,2.0,13.0,0.0,22015.0,84.7,37.0,0.0,0.0,0.0,0,25.9,0.026233673,0.10289764526940526
1813253,3975.0,0,18.25,144.21,1,3,0,36000.0,2,10,14.77,0.0,669.0,1.0,5.0,0.0,3694.0,77.0,15.0,0.0,0.0,0.0,0,14.3,0.026042074,0.0696009681880112
1827510,3000.0,0,18.25,108.84,1,8,0,88000.0,4,4,7.65,0.0,664.0,1.0,5.0,1.0,1334.0,66.7,10.0,0.0,0.0,0.0,0,10.6,0.027830183999999997,0.09306430071309846
1272931,4050.0,0,18.24,146.91,4,6,0,75000.0,11,9,15.77,1.0,664.0,1.0,11.0,1.0,7265.0,76.5,46.0,1.0,0.0,0.0,0,31.5,0.028502315,0.09286537293852316
1312690,2875.0,0,18.25,104.3,2,3,0,50000.0,4,11,7.18,0.0,669.0,0.0,4.0,1.0,1632.0,85.9,9.0,0.0,0.0,0.0,0,16.8,0.02696988,0.09006748879810655
1623849,3000.0,0,15.62,104.91,0,8,0,65000.0,9,20,2.7,1.0,664.0,1.0,8.0,0.0,2512.0,69.8,12.0,0.0,0.0,0.0,0,9.8,0.026502252,0.07976989593291273
1139999,4175.0,0,15.99,146.77,1,10,0,110000.0,9,26,6.07,0.0,679.0,0.0,4.0,0.0,1284.0,80.2,22.0,0.0,0.0,0.0,0,18.1,0.028825253,0.08113127747716464
1217245,4000.0,0,20.99,150.68,8,10,0,79000.0,2,32,18.37,0.0,674.0,1.0,11.0,0.0,15857.0,89.6,40.0,0.0,0.0,0.0,0,16.0,0.027953058,0.027208800133182054
1255683,9100.0,0,17.57,327.03,3,10,0,325000.0,2,1,16.19,2.0,664.0,0.0,19.0,0.0,78521.0,94.3,54.0,0.0,0.0,0.0,0,25.8,0.025276035,0.07663620230166224
1327849,1200.0,0,19.47,44.28,4,6,0,80000.0,2,4,13.28,1.0,684.0,0.0,10.0,0.0,11796.0,59.0,21.0,0.0,0.0,0.0,0,14.5,0.027668922999999998,0.09920433884555413
1853561,11625.0,0,18.49,423.14,1,10,0,118000.0,2,4,15.58,0.0,664.0,1.0,11.0,0.0,6858.0,90.2,27.0,0.0,0.0,0.0,0,21.9,0.0257262,0.07543401262914973
1770406,4000.0,0,19.2,147.03,2,6,0,23000.0,1,40,20.46,0.0,674.0,1.0,10.0,1.0,3679.0,49.1,12.0,0.0,0.0,0.0,0,20.0,0.025287926000000002,0.09786263255872174
1146175,2700.0,0,15.99,94.92,1,10,4,65000.0,2,41,14.46,0.0,694.0,0.0,10.0,0.0,15873.0,97.4,11.0,0.0,0.0,0.0,0,15.3,0.025059402,0.02856631853450153
1846922,5000.0,0,19.05,183.41,3,10,0,98000.0,4,10,16.2,1.0,674.0,0.0,12.0,0.0,17414.0,77.7,27.0,0.0,0.0,1.0,0,16.1,0.027799904,0.07163493600059101
1811580,3000.0,0,19.52,110.76,3,10,3,120000.0,9,21,15.6,0.0,694.0,2.0,10.0,0.0,25482.0,71.0,22.0,0.0,0.0,0.0,0,27.0,0.026754677,0.09906440183307663
1775614,4800.0,0,21.7,182.58,6,9,0,75000.0,11,6,18.57,3.0,664.0,1.0,4.0,0.0,47151.0,47.0,32.0,0.0,0.0,0.0,0,27.5,0.025358497999999997,0.11043680402415568
1907621,2500.0,0,18.49,91.0,1,10,0,82000.0,9,4,23.06,0.0,664.0,1.0,12.0,0.0,40874.0,92.9,40.0,0.0,0.0,0.0,0,14.2,0.027494877999999997,0.08454304839372262
1757978,2100.0,0,23.4,81.73,9,10,4,90000.0,2,29,2.09,0.0,699.0,1.0,10.0,0.0,1120.0,27.3,12.0,0.0,0.0,0.0,0,16.5,0.025031805,0.11963461547774301
1887452,2000.0,0,21.0,75.36,6,10,0,70000.0,9,43,23.62,1.0,679.0,0.0,6.0,0.0,11425.0,92.1,18.0,0.0,0.0,0.0,0,23.6,0.027350157000000003,0.10647830095085142
1646961,5000.0,0,17.39,179.24,8,1,3,77000.0,11,6,23.19,0.0,689.0,1.0,11.0,0.0,35820.0,96.8,16.0,0.0,0.0,0.0,0,26.4,0.02530238,-0.3133877463755665
1265785,1800.0,0,16.99,64.17,2,10,0,62000.0,2,33,22.45,0.0,674.0,1.0,14.0,0.0,32887.0,78.1,30.0,0.0,0.0,0.0,0,17.3,0.026799351000000003,0.08669801123322096
1875075,1500.0,0,19.05,55.03,3,5,0,64500.0,9,9,27.86,0.0,679.0,1.0,20.0,0.0,18903.0,77.2,56.0,0.0,0.0,0.0,0,22.2,0.027234316,0.09708935630645964
1348393,10000.0,0,17.57,359.38,1,2,0,220000.0,2,22,2.92,3.0,664.0,1.0,8.0,0.0,20400.0,92.7,21.0,0.0,0.0,0.0,0,27.2,0.025418252000000002,-0.08357404300096792
1625183,8000.0,0,15.99,281.22,1,8,0,88000.0,4,31,17.84,0.0,669.0,0.0,19.0,0.0,18665.0,79.0,49.0,0.0,0.0,0.0,0,18.0,0.02508375,0.08164344572849291
1824342,2000.0,0,20.31,74.65,4,1,3,25000.0,2,10,9.36,0.0,674.0,1.0,5.0,0.0,5780.0,35.0,8.0,0.0,0.0,0.0,0,19.3,0.025403738,0.10344359749503652
1271422,4275.0,0,17.57,153.64,3,0,4,96000.0,2,36,5.04,0.0,669.0,1.0,6.0,0.0,5872.0,78.3,12.0,0.0,0.0,0.0,0,28.5,0.026602149,0.08266146097132587
1853565,3000.0,0,21.49,113.79,7,1,4,72700.0,12,14,6.69,0.0,669.0,1.0,6.0,0.0,14835.0,91.0,8.0,0.0,0.0,0.0,0,6.6,0.025081812999999998,-0.15414552159871264
1805670,6400.0,0,18.85,234.12,2,10,0,200000.0,11,9,2.65,1.0,664.0,1.0,14.0,1.0,11831.0,67.2,40.0,0.0,0.0,0.0,0,21.4,0.026911317999999997,0.04516092985991872
1331087,3000.0,0,18.25,108.84,2,5,0,95000.0,7,4,11.27,1.0,664.0,0.0,7.0,0.0,21443.0,85.1,13.0,0.0,0.0,0.0,0,16.7,0.029438764,0.009933226532403916
1294016,4000.0,0,24.08,157.1,11,10,4,105000.0,6,33,17.02,0.0,664.0,0.0,14.0,1.0,12772.0,83.5,34.0,0.0,0.0,0.0,0,25.0,0.026908815,0.114266645599296
1756421,1000.0,0,18.25,36.28,2,7,0,42000.0,7,26,22.37,0.0,714.0,0.0,10.0,0.0,15046.0,95.8,21.0,0.0,0.0,0.0,0,12.2,0.025275677000000003,0.09306430085561536
1852340,4200.0,0,17.77,151.36,0,10,3,82000.0,2,33,3.35,0.0,669.0,0.0,8.0,0.0,4377.0,69.5,12.0,0.0,0.0,0.0,0,20.3,0.028113157000000003,0.08744749112134452
1847527,3000.0,0,19.72,111.07,4,4,4,41000.0,11,43,17.12,0.0,709.0,0.0,8.0,0.0,16554.0,95.7,20.0,0.0,0.0,0.0,0,28.0,0.025235592999999997,0.03716808466113153
1755801,4100.0,0,24.99,163.0,13,10,0,105000.0,2,4,15.18,0.0,674.0,1.0,12.0,0.0,19759.0,75.7,27.0,0.0,0.0,0.0,0,13.3,0.026723592999999997,0.08831273625073832
1817936,1200.0,0,20.31,44.79,4,3,0,49000.0,9,5,12.44,0.0,694.0,1.0,11.0,0.0,7734.0,63.9,33.0,0.0,0.0,0.0,0,19.1,0.026954113999999998,0.03571470893801987
1826529,1300.0,0,19.52,48.0,3,5,0,42000.0,9,26,20.77,0.0,724.0,0.0,3.0,0.0,23993.0,99.6,7.0,0.0,0.0,0.0,0,18.6,0.027234256000000002,0.09946413611232896
1839630,3000.0,0,17.77,108.12,0,3,0,70000.0,12,43,19.83,0.0,704.0,1.0,14.0,0.0,13514.0,51.8,30.0,0.0,0.0,0.0,0,19.2,0.02667585,0.09063800663316024
1298634,6000.0,0,18.25,217.67,2,1,4,130000.0,9,4,6.81,1.0,664.0,0.0,6.0,0.0,15556.0,84.1,9.0,0.0,0.0,0.0,0,13.5,0.025187075,0.09466793715620823
1786232,3000.0,0,20.2,111.8,4,1,4,89000.0,8,32,19.15,0.0,674.0,1.0,17.0,0.0,12768.0,84.0,25.0,0.0,0.0,0.0,0,9.0,0.02617839,0.07070129974726536
1231771,2400.0,0,15.61,83.92,0,0,0,71763.0,9,32,23.29,1.0,679.0,1.0,10.0,0.0,15543.0,83.6,28.0,0.0,0.0,0.0,0,20.8,0.027423382000000003,0.07893473411327956
1224308,2500.0,0,18.99,91.63,5,3,3,145000.0,9,32,9.39,0.0,674.0,1.0,6.0,0.0,7186.0,71.1,17.0,0.0,0.0,0.0,0,23.4,0.028666228,0.07942584937428543
1762155,3600.0,0,21.0,135.64,5,2,4,65000.0,9,41,22.08,1.0,674.0,0.0,5.0,0.0,11369.0,99.7,36.0,0.0,0.0,0.0,0,34.3,0.025763362999999997,-0.21103401019526424
1301052,4075.0,0,17.57,146.45,1,10,0,89932.8,4,41,2.82,0.0,669.0,2.0,5.0,0.0,11858.0,73.0,9.0,0.0,0.0,0.0,0,18.7,0.025121868,0.08963160589402919
1902130,3000.0,0,17.77,108.12,0,6,0,39000.0,1,9,2.65,1.0,674.0,1.0,3.0,0.0,3559.0,80.9,6.0,0.0,0.0,0.0,0,19.4,0.026219726000000002,0.09063800648887854
1320161,2150.0,0,17.57,77.27,1,10,0,70000.0,2,33,22.54,2.0,669.0,1.0,11.0,0.0,5888.0,81.8,25.0,0.0,0.0,0.0,0,10.5,0.026210904,0.08962888438937422
1838346,2800.0,0,17.77,100.91,0,10,0,180000.0,2,4,6.74,1.0,679.0,2.0,6.0,0.0,11622.0,75.5,38.0,0.0,0.0,0.0,0,29.7,0.026591003,0.08277679688044359
1194678,1000.0,0,18.24,36.28,4,0,0,72000.0,9,36,27.0,0.0,704.0,1.0,14.0,0.0,26754.0,69.0,30.0,0.0,0.0,0.0,0,16.0,0.026408076000000003,0.09304255157616592
1777011,2400.0,0,19.2,88.22,2,9,0,50000.0,2,26,9.12,0.0,674.0,0.0,5.0,0.0,5005.0,100.1,8.0,0.0,0.0,0.0,0,9.2,0.026050866000000002,0.08177026392381402
1144667,2000.0,0,16.49,70.8,2,1,0,92400.0,4,4,12.99,0.0,724.0,1.0,11.0,0.0,4256.0,24.9,14.0,0.0,0.0,0.0,0,6.8,0.025918037,0.08326590488452856
1188745,1200.0,0,16.29,42.37,1,8,0,70000.0,2,43,16.18,0.0,704.0,0.0,12.0,0.0,9444.0,70.5,19.0,0.0,0.0,0.0,0,14.6,0.02738148,0.043356900346736005
1218441,5500.0,0,15.61,192.31,0,10,3,145000.0,9,18,6.42,0.0,674.0,1.0,12.0,1.0,4203.0,49.4,20.0,0.0,0.0,0.0,0,13.7,0.02504915,0.004317443962556844
1237294,3500.0,0,17.57,125.78,3,2,0,48000.0,4,16,9.08,2.0,664.0,1.0,3.0,0.0,3286.0,96.6,21.0,0.0,0.0,0.0,0,11.6,0.025236577000000003,0.01854641440553717
1814049,5500.0,0,18.85,201.2,2,0,0,31000.0,9,33,9.72,0.0,724.0,0.0,8.0,0.0,29515.0,98.1,15.0,0.0,0.0,0.0,0,17.6,0.02533105,0.09605196238361867
1933228,6000.0,0,19.22,220.61,4,3,4,150000.0,2,41,19.18,0.0,664.0,0.0,24.0,1.0,21844.0,89.3,45.0,0.0,0.0,0.0,0,16.1,0.025262922,0.09638199971498174
1254945,7775.0,0,16.29,274.47,1,10,0,128000.0,2,17,14.03,0.0,684.0,0.0,7.0,0.0,1889.0,94.0,47.0,0.0,0.0,0.0,0,17.8,0.025922387999999998,0.008872728945011229
1639939,4000.0,0,15.21,139.08,1,2,0,65000.0,4,19,11.7,0.0,674.0,1.0,15.0,1.0,9597.0,96.0,29.0,0.0,0.0,0.0,0,11.8,0.026502252,0.07771659672888531
1187150,3475.0,0,16.29,122.67,1,9,0,90000.0,2,10,16.49,0.0,664.0,0.0,4.0,1.0,977.0,46.5,8.0,0.0,0.0,0.0,0,7.8,0.025350094,0.01840174474154344
1916719,4000.0,0,17.77,144.15,0,5,0,75000.0,1,26,18.59,0.0,664.0,0.0,11.0,0.0,19144.0,85.5,16.0,0.0,0.0,0.0,0,5.5,0.027247012,0.09064578713779592
1265531,4200.0,0,16.29,148.27,1,10,4,90000.0,12,10,6.53,1.0,689.0,0.0,4.0,0.0,5276.0,74.3,17.0,0.0,0.0,0.0,0,32.0,0.026256502,0.05942138430304623
1896661,1800.0,0,19.05,66.03,3,5,0,50000.0,4,9,29.04,0.0,679.0,1.0,25.0,0.0,14248.0,80.0,60.0,0.0,0.0,0.0,0,14.9,0.02531907,0.0935264093647099
1127809,4000.0,0,15.99,140.61,1,1,0,70000.0,7,23,18.46,0.0,689.0,1.0,10.0,0.0,2250.0,90.0,29.0,0.0,0.0,0.0,0,9.6,0.026602924,-0.0899732326836673
1228297,1500.0,0,16.29,52.96,1,1,4,70000.0,2,9,17.48,0.0,674.0,0.0,8.0,1.0,11598.0,86.6,12.0,0.0,0.0,0.0,0,20.0,0.025652826,0.08106326821310318
1616981,2300.0,0,17.58,82.67,3,5,4,78000.0,1,41,5.93,1.0,664.0,1.0,2.0,0.0,3415.0,75.9,20.0,0.0,0.0,0.0,0,11.2,0.025329499999999998,0.018556832583442432
1171382,2400.0,0,16.99,85.56,2,7,0,189919.0,9,9,13.77,0.0,699.0,1.0,20.0,0.0,16804.0,78.8,34.0,0.0,0.0,0.0,0,14.6,0.028651625,0.061917635527716675
1257587,2500.0,0,16.29,88.26,1,5,3,78500.0,7,21,21.45,1.0,664.0,1.0,11.0,1.0,16394.0,80.0,36.0,0.0,0.0,0.0,0,31.6,0.027659178,0.08315297078323812
1908756,9600.0,0,19.72,355.41,4,10,0,115000.0,1,41,13.74,0.0,669.0,0.0,12.0,0.0,14083.0,97.9,21.0,0.0,0.0,0.0,0,34.9,0.026174784,0.0985121070383994
1319951,3450.0,0,16.59,122.3,0,10,0,16500.0,1,32,17.82,0.0,664.0,1.0,8.0,1.0,5636.0,77.0,11.0,0.0,0.0,0.0,0,24.6,0.02576384,0.08468067330371998
1796856,4000.0,0,20.2,149.07,4,3,0,75000.0,1,22,31.96,1.0,709.0,1.0,10.0,0.0,7759.0,57.5,24.0,0.0,0.0,0.0,0,11.0,0.02547568,0.05978024732470023
1649839,2400.0,0,14.42,82.52,1,10,0,176000.0,4,41,9.69,1.0,664.0,0.0,23.0,0.0,85359.0,72.0,44.0,0.0,0.0,0.0,0,21.0,0.025754988,0.04200302603489359
1769721,4000.0,0,19.52,147.68,3,9,4,42000.0,2,9,15.94,0.0,709.0,0.0,6.0,0.0,8238.0,84.1,9.0,0.0,0.0,0.0,0,17.8,0.025129646000000002,0.09715656808339768
1258229,3150.0,0,20.2,117.39,7,7,0,84576.0,9,21,12.53,0.0,674.0,1.0,4.0,0.0,16889.0,79.7,11.0,0.0,0.0,0.0,0,19.3,0.028700411000000002,0.03552513642514277
1187493,4375.0,0,17.57,157.23,3,4,0,100000.0,2,37,5.51,0.0,664.0,0.0,4.0,0.0,3659.0,83.2,17.0,0.0,0.0,0.0,0,13.2,0.02780664,-0.009091936597420913
1787409,2000.0,0,20.2,74.54,4,1,0,106000.0,9,32,11.23,1.0,664.0,0.0,8.0,0.0,16667.0,98.6,29.0,0.0,0.0,0.0,0,13.7,0.029015929,0.1028858229421803
1840984,2000.0,0,18.75,73.06,2,10,0,124000.0,7,36,15.77,1.0,669.0,0.0,17.0,0.0,21991.0,89.0,26.0,0.0,0.0,0.0,0,21.2,0.029720336,0.04109691187532749
1230166,3000.0,0,16.29,105.91,1,0,4,89000.0,1,32,6.14,0.0,669.0,0.0,3.0,0.0,23445.0,97.3,6.0,0.0,0.0,0.0,0,21.8,0.026546866000000002,0.0621614453832875
1198220,5000.0,0,16.99,178.24,2,10,0,117000.0,9,43,9.83,0.0,669.0,1.0,5.0,0.0,19094.0,94.1,24.0,0.0,0.0,0.0,0,14.8,0.027770697999999996,0.06368363594502724
